tcu_lengths,tcu_words,tcu_syllables
1202.0,5,5
2641.0,10,12
3109.0,7,10
453.0,1,1
551.0,3,3
4527.0,13,18
1500.0,2,2
837.0,3,6
470.0,3,3
1034.0,4,4
351.0,1,1
2664.0,9,12
349.0,1,1
1429.0,5,5
310.0,2,2
282.0,2,2
595.0,3,3
278.0,1,1
1425.0,7,8
366.0,2,2
1301.0,4,5
309.0,1,1
4334.0,13,15
677.0,2,3
491.0,1,1
1456.0,8,10
204.0,1,1
2099.0,5,5
3323.0,12,16
698.0,2,3
1324.0,6,10
1836.0,8,9
9542.0,9,13
4483.0,15,25
952.0,5,5
503.0,1,1
4800.0,15,20
680.0,2,3
6412.0,15,20
680.0,2,2
1877.0,8,9
879.0,3,3
575.0,2,2
1998.0,7,9
683.0,1,2
441.0,1,2
547.0,1,1
1010.0,6,7
502.0,1,1
1465.0,4,4
2157.0,8,8
1360.0,8,9
660.0,4,4
950.0,5,7
19305.0,47,61
2296.0,8,12
7471.0,25,27
1070.0,5,6
1548.0,7,8
5969.0,10,11
14715.0,3,4
1810.0,8,10
1817.0,5,6
2507.0,12,14
3490.0,12,17
6290.0,17,25
10644.0,23,36
8414.0,26,42
664.0,2,3
690.0,3,3
2070.0,10,13
500.0,1,1
438.0,1,1
5524.0,22,33
5260.0,15,20
500.0,2,2
3980.0,18,21
1390.0,5,8
260.0,1,1
1090.0,2,4
2150.0,12,15
5485.0,16,19
1887.0,7,11
1270.0,8,9
1080.0,4,6
910.0,4,4
340.0,1,1
1870.0,5,10
280.0,1,1
1530.0,7,11
190.0,2,2
664.0,2,2
1310.0,3,5
2670.0,7,11
220.0,2,2
7747.0,17,27
350.0,2,2
4814.0,12,14
3278.0,9,12
1850.0,8,11
2130.0,8,12
685.0,1,1
710.0,3,3
6354.0,19,28
2749.0,10,11
2500.0,11,13
2238.0,6,9
3250.0,11,12
4605.0,13,19
1990.0,10,10
4369.0,16,16
1540.0,6,6
2026.0,10,13
12417.0,31,48
4324.0,8,17
5550.0,23,25
446.0,1,1
2050.0,9,12
1860.0,8,12
340.0,2,2
1990.0,9,14
940.0,3,5
3508.0,12,14
342.0,2,2
19290.0,4,5
7269.0,13,19
2158.0,8,9
7440.0,24,30
3130.0,12,16
3858.0,13,13
1130.0,4,8
2118.0,10,12
700.0,1,1
1513.0,8,9
3806.0,9,13
380.0,1,2
623.0,3,3
3158.0,7,9
522.0,2,2
7288.0,13,19
5047.0,16,22
1339.0,3,3
2650.0,13,16
538.0,2,2
356.0,1,1
4040.0,14,17
540.0,2,3
4210.0,19,25
271.0,1,1
12145.0,26,37
16413.0,39,58
19073.0,55,73
4780.0,16,24
770.0,2,3
510.0,1,1
12531.0,26,42
3475.0,12,14
380.0,2,2
9611.0,18,22
3289.0,8,12
1810.0,8,9
2140.0,9,9
7532.0,19,25
1490.0,6,8
9101.0,17,23
4633.0,8,10
450.0,2,2
3340.0,9,11
12192.0,32,44
460.0,2,2
1185.0,4,5
2727.0,9,13
360.0,1,1
2000.0,5,9
1860.0,7,7
15875.0,32,40
3512.0,14,17
400.0,2,2
400.0,1,1
3324.0,12,15
391.0,2,2
2790.0,12,14
1550.0,7,10
559.0,1,1
3062.0,7,14
16089.0,39,63
388.0,4,4
11705.0,17,23
1128.0,4,4
566.0,4,4
4531.0,3,3
3480.0,6,13
738.0,4,4
850.0,5,5
1505.0,8,9
593.0,1,1
7041.0,21,32
1212.0,2,2
821.0,1,1
1350.0,4,5
1700.0,4,8
210.0,2,2
505.0,1,2
1000.0,2,2
632.0,3,4
6735.0,23,34
350.0,1,1
2660.0,11,16
6597.0,24,33
648.0,2,2
11356.0,32,46
644.0,2,2
6453.0,22,26
5575.0,17,27
392.0,2,2
1187.0,5,5
1490.0,5,8
790.0,2,3
7569.0,21,38
515.0,1,1
6770.0,28,34
310.0,2,2
260.0,2,2
1260.0,8,8
1715.0,9,12
440.0,1,1
6933.0,22,30
390.0,2,2
353.0,2,2
12945.0,41,57
1444.0,7,7
1470.0,5,9
558.0,1,2
1325.0,7,7
2790.0,12,15
340.0,2,2
6760.0,38,41
329.0,1,1
375.0,1,1
2290.0,9,13
457.0,1,1
8509.0,31,43
4781.0,22,33
396.0,2,2
1574.0,9,9
10141.0,28,34
367.0,2,2
403.0,2,2
2520.0,10,12
810.0,3,3
1400.0,7,10
870.0,5,6
1380.0,3,3
1480.0,8,8
4310.0,13,20
6294.0,18,22
374.0,2,2
5960.0,13,17
1442.0,4,6
340.0,2,2
7830.0,27,33
347.0,2,2
568.0,1,1
3641.0,15,15
784.0,2,2
5702.0,17,27
7102.0,9,11
812.0,3,4
7358.0,18,20
310.0,2,2
3790.0,12,15
2028.0,9,9
3618.0,10,11
330.0,1,1
5160.0,14,21
1620.0,5,7
10202.0,31,44
621.0,1,1
1431.0,7,10
410.0,1,1
340.0,1,1
2040.0,8,10
1890.0,3,8
816.0,2,3
410.0,1,1
2250.0,8,9
4609.0,13,23
2030.0,11,13
390.0,2,2
2102.0,8,14
452.0,1,1
461.0,1,1
1878.0,6,6
2210.0,6,7
492.0,1,2
1110.0,4,5
738.0,2,2
2144.0,4,4
950.0,3,5
288.0,1,2
1670.0,7,11
5639.0,18,21
316.0,1,1
1120.0,4,5
1060.0,4,5
2550.0,9,10
1675.0,10,11
1124.0,7,8
1776.0,6,9
7220.0,26,36
3820.0,12,18
230.0,1,1
2387.0,10,13
537.0,4,4
480.0,1,1
425.0,1,1
374.0,1,1
963.0,4,4
2257.0,9,10
812.0,4,4
661.0,2,4
3564.0,11,13
2316.0,8,9
3424.0,10,18
329.0,2,2
1220.0,4,4
940.0,7,8
730.0,4,4
1710.0,9,9
1560.0,9,12
2972.0,13,14
432.0,2,2
512.0,3,3
7669.0,28,32
361.0,1,1
200.0,1,2
860.0,5,6
2227.0,8,13
760.0,3,3
2343.0,5,10
650.0,2,6
280.0,1,1
2740.0,12,16
3680.0,10,18
3650.0,8,9
2095.0,7,9
4904.0,20,22
3297.0,6,7
840.0,4,4
1451.0,6,8
316.0,1,1
1030.0,5,7
660.0,3,3
4380.0,14,22
3033.0,7,9
2743.0,8,13
2308.0,8,10
2670.0,10,11
3645.0,12,13
2580.0,11,13
1474.0,3,3
1320.0,7,8
2000.0,12,13
526.0,2,2
1214.0,5,8
2450.0,10,12
3460.0,17,21
820.0,4,4
358.0,1,1
3582.0,14,16
3130.0,10,10
1260.0,8,11
3945.0,21,29
782.0,3,3
818.0,3,3
2800.0,12,17
4156.0,12,19
1156.0,6,7
385.0,1,1
7789.0,22,34
4468.0,13,18
390.0,1,1
8524.0,24,34
446.0,1,1
122.0,1,1
2217.0,8,8
2613.0,14,17
1800.0,8,10
5995.0,18,26
3043.0,15,22
720.0,5,5
2866.0,9,10
5139.0,19,26
3303.0,12,21
492.0,1,1
1368.0,7,8
10488.0,34,50
2680.0,11,11
540.0,2,4
270.0,1,1
380.0,2,2
3910.0,12,14
346.0,1,1
570.0,1,1
190.0,1,1
425.0,2,2
7990.0,27,38
4769.0,17,26
343.0,1,1
117.0,1,1
3054.0,16,23
370.0,2,2
1210.0,5,9
3310.0,11,14
882.0,3,3
783.0,3,6
1096.0,3,6
1084.0,4,7
241.0,1,1
663.0,3,3
370.0,1,3
760.0,6,6
770.0,5,6
1075.0,6,6
310.0,1,1
5388.0,20,28
450.0,1,1
520.0,1,1
3910.0,14,17
4350.0,17,19
3345.0,9,12
1910.0,9,9
4144.0,16,19
2449.0,8,11
3293.0,8,17
8727.0,25,28
3685.0,12,15
5470.0,13,15
1320.0,7,11
940.0,5,6
2453.0,6,7
11080.0,47,55
2070.0,10,12
424.0,1,1
2110.0,7,7
3629.0,18,24
2534.0,13,15
2072.0,10,12
340.0,1,1
968.0,5,7
192.0,1,1
4515.0,20,24
1575.0,7,9
340.0,1,2
1570.0,10,10
3131.0,14,17
4320.0,12,15
2685.0,7,10
322.0,2,2
7756.0,29,36
4317.0,8,9
390.0,1,1
7726.0,28,35
2660.0,11,14
1633.0,5,5
2815.0,16,20
3915.0,17,27
3030.0,6,6
5158.0,16,21
4760.0,13,17
9235.0,26,37
1449.0,5,7
4582.0,12,16
4528.0,22,30
460.0,1,1
780.0,5,5
3430.0,13,15
10055.0,38,54
4246.0,16,20
380.0,1,1
565.0,2,3
5175.0,20,27
1770.0,13,14
2372.0,12,14
346.0,1,1
1101.0,8,9
552.0,2,3
715.0,5,6
921.0,6,7
1192.0,4,7
850.0,5,7
150.0,1,1
416.0,1,1
520.0,3,5
1965.0,5,6
100.0,1,1
250.0,2,2
3301.0,5,5
519.0,2,2
1274.0,5,9
70.0,1,1
1439.0,10,12
304.0,1,1
1243.0,4,7
370.0,1,1
3518.0,10,17
265.0,1,1
270.0,1,1
11915.0,35,43
546.0,1,1
1127.0,7,7
5810.0,19,23
2710.0,13,15
7207.0,22,29
5625.0,18,28
281.0,2,2
3007.0,12,17
340.0,1,1
970.0,4,5
3336.0,8,11
390.0,2,2
2474.0,8,9
390.0,2,2
820.0,4,4
6917.0,26,41
442.0,1,1
2697.0,9,13
446.0,2,2
990.0,6,6
3393.0,8,9
2315.0,5,7
4680.0,21,27
316.0,1,1
3022.0,9,14
4265.0,22,28
336.0,1,1
3128.0,14,18
2219.0,3,4
1210.0,5,6
120.0,1,1
1040.0,7,8
230.0,1,1
870.0,1,2
2655.0,9,13
3910.0,12,15
5189.0,17,19
7441.0,26,33
10140.0,34,41
1850.0,5,5
5572.0,18,25
1040.0,2,2
11148.0,25,34
1470.0,5,7
1230.0,5,5
248.0,1,1
2410.0,7,10
3070.0,10,12
5143.0,21,23
919.0,3,4
5519.0,15,20
483.0,1,1
631.0,2,2
5618.0,14,19
1006.0,2,2
937.0,2,2
662.0,2,2
162.0,1,1
3946.0,8,14
474.0,1,1
880.0,3,3
3430.0,15,19
4276.0,16,20
2546.0,6,6
1000.0,4,5
990.0,5,6
1690.0,6,9
6314.0,20,31
1990.0,10,10
480.0,1,1
12064.0,49,58
390.0,2,2
191.0,1,1
4712.0,15,21
5857.0,22,29
5435.0,17,21
450.0,1,1
493.0,1,1
1453.0,6,6
8342.0,22,28
16271.0,47,58
433.0,1,1
1968.0,6,7
1234.0,3,7
1750.0,3,3
12643.0,8,9
1439.0,5,7
1683.0,7,9
4125.0,13,14
2717.0,6,7
1145.0,3,5
9004.0,9,9
1092.0,2,2
2010.0,6,8
4042.0,8,13
810.0,1,5
408.0,2,2
4529.0,13,15
954.0,3,3
2920.0,6,9
940.0,2,2
1838.0,8,10
644.0,3,3
1700.0,5,5
316.0,1,1
4356.0,11,11
498.0,2,2
2981.0,10,16
478.0,2,2
692.0,2,2
501.0,2,2
3530.0,13,13
660.0,2,3
498.0,2,2
5071.0,14,17
480.0,2,2
2134.0,8,10
2517.0,6,8
886.0,1,1
562.0,1,1
3550.0,11,14
496.0,2,2
1610.0,6,7
3230.0,7,9
503.0,2,2
1716.0,6,8
560.0,2,2
186.0,1,1
5841.0,3,3
3578.0,10,12
371.0,1,1
800.0,4,4
1252.0,4,5
871.0,5,5
61.0,2,2
1371.0,6,7
688.0,1,3
3080.0,6,7
500.0,1,1
688.0,3,3
6331.0,14,18
357.0,2,2
921.0,1,1
3352.0,10,11
628.0,2,2
2325.0,5,6
395.0,1,1
665.0,1,1
951.0,3,3
616.0,1,1
524.0,2,2
4695.0,10,17
2622.0,9,11
526.0,2,2
1457.0,3,3
4230.0,10,12
2327.0,4,5
15384.0,11,14
3899.0,10,13
1152.0,3,5
1467.0,5,5
2640.0,11,11
687.0,3,4
152.0,1,1
2100.0,6,6
8025.0,5,5
952.0,3,4
167.0,1,1
5408.0,19,23
890.0,2,2
4128.0,5,8
967.0,3,3
1177.0,3,3
1252.0,3,3
2512.0,6,7
1918.0,5,7
516.0,4,4
2911.0,7,8
1349.0,4,6
1733.0,4,5
548.0,1,1
595.0,1,1
2142.0,5,5
664.0,2,2
2458.0,5,7
919.0,3,3
4508.0,14,20
393.0,1,1
1555.0,5,6
458.0,1,1
4424.0,14,16
1353.0,5,6
809.0,5,5
1478.0,5,5
3072.0,11,14
2430.0,10,13
430.0,3,3
1180.0,5,5
2582.0,8,12
330.0,2,2
2893.0,10,14
5352.0,15,17
6273.0,27,30
246.0,1,1
169.0,1,1
4771.0,16,19
389.0,2,2
2643.0,7,8
5150.0,23,24
801.0,2,2
4439.0,11,14
2120.0,5,8
2180.0,10,17
444.0,2,2
226.0,1,1
400.0,1,1
3059.0,12,13
1098.0,4,5
658.0,2,2
3553.0,13,14
234.0,2,3
3817.0,9,10
395.0,1,1
224.0,1,1
413.0,2,2
5219.0,16,19
12258.0,11,13
840.0,5,5
2060.0,7,10
4600.0,18,26
2160.0,10,13
1160.0,8,9
323.0,2,2
3477.0,12,14
286.0,1,1
286.0,1,1
3498.0,9,12
428.0,1,1
588.0,2,2
308.0,1,1
323.0,1,1
473.0,2,2
174.0,2,2
2770.0,11,14
476.0,1,1
3800.0,9,11
1220.0,5,5
3645.0,11,12
470.0,2,2
3684.0,15,20
458.0,1,1
3105.0,7,11
520.0,1,1
1375.0,4,6
355.0,1,1
3406.0,16,17
1890.0,7,9
4480.0,14,14
1560.0,6,7
2429.0,8,13
2213.0,11,14
749.0,3,3
1628.0,5,7
672.0,3,4
608.0,3,3
1365.0,9,11
4520.0,18,21
180.0,1,1
1333.0,4,4
273.0,1,1
1281.0,3,6
1623.0,7,7
446.0,1,1
1858.0,5,7
378.0,1,1
1469.0,7,9
573.0,1,2
903.0,4,4
2970.0,13,17
352.0,1,1
1250.0,4,4
544.0,4,4
500.0,1,1
1542.0,6,9
860.0,3,3
627.0,2,2
1814.0,5,5
8720.0,39,45
700.0,2,2
360.0,1,1
182.0,1,1
1737.0,6,7
372.0,1,1
1398.0,6,6
385.0,1,1
7055.0,22,26
4246.0,11,13
313.0,1,1
4319.0,13,15
1650.0,5,7
556.0,2,2
528.0,2,2
1760.0,8,10
452.0,1,1
451.0,2,2
424.0,1,1
2543.0,10,11
595.0,2,2
1870.0,9,9
6970.0,33,37
1003.0,4,5
1473.0,5,5
4320.0,13,21
2280.0,11,12
582.0,1,1
7656.0,19,27
506.0,1,1
508.0,1,2
1659.0,9,9
209.0,1,1
1323.0,5,5
1064.0,2,2
291.0,1,1
1350.0,6,6
6252.0,15,22
4669.0,14,15
328.0,2,2
2291.0,11,11
1457.0,8,9
1732.0,6,6
3178.0,13,15
3883.0,13,16
1270.0,7,8
2380.0,9,10
715.0,2,3
3669.0,11,15
3705.0,10,14
442.0,2,2
2131.0,4,8
1477.0,7,8
1900.0,8,11
636.0,2,3
204.0,1,1
7130.0,18,27
3232.0,5,7
595.0,3,3
4623.0,13,18
700.0,4,4
2091.0,9,11
528.0,3,3
2240.0,8,10
3278.0,9,19
6709.0,22,30
709.0,1,1
8192.0,25,30
1963.0,5,6
300.0,1,1
190.0,1,1
1127.0,4,5
340.0,2,2
1812.0,7,8
1941.0,8,11
4124.0,9,15
795.0,3,3
4630.0,14,16
1237.0,5,5
6303.0,17,20
3467.0,12,16
462.0,1,1
2926.0,12,14
4467.0,12,17
512.0,1,1
9236.0,23,30
4681.0,17,21
335.0,1,1
402.0,2,2
864.0,4,5
2227.0,5,9
1451.0,7,7
342.0,2,2
473.0,2,2
522.0,2,2
1544.0,10,11
257.0,1,1
4258.0,14,18
2699.0,6,8
4313.0,11,12
3701.0,10,13
1377.0,4,7
1960.0,8,9
1694.0,6,8
863.0,5,5
1571.0,6,8
1982.0,6,10
298.0,1,1
3700.0,12,15
735.0,2,2
667.0,2,2
1036.0,5,5
6495.0,16,16
4987.0,2,2
1585.0,5,6
2320.0,9,11
6912.0,10,13
1867.0,8,9
825.0,3,6
875.0,5,5
4038.0,6,15
3171.0,16,19
1272.0,6,6
2850.0,10,14
523.0,1,2
638.0,3,3
3159.0,10,13
1243.0,5,6
7565.0,3,4
5658.0,18,24
2155.0,9,11
3965.0,16,24
3530.0,14,18
1840.0,5,5
3010.0,9,15
1360.0,3,6
3574.0,13,16
5987.0,18,26
3080.0,10,12
2540.0,6,11
815.0,4,4
522.0,1,1
4750.0,14,18
3940.0,12,16
4077.0,12,19
846.0,4,4
1179.0,6,7
636.0,1,2
2020.0,7,12
4805.0,14,19
5565.0,18,24
93.0,1,1
2190.0,9,14
4260.0,14,21
437.0,1,1
2962.0,12,14
4575.0,15,19
459.0,2,2
466.0,2,2
1502.0,6,7
3489.0,10,12
4393.0,15,17
439.0,1,1
2880.0,16,19
2079.0,6,10
480.0,2,2
3056.0,14,17
354.0,1,1
8925.0,35,44
465.0,1,1
4672.0,16,20
440.0,2,2
4592.0,17,24
2185.0,8,9
456.0,1,1
2213.0,9,12
3140.0,12,18
8179.0,19,27
507.0,1,1
525.0,1,1
759.0,5,5
1941.0,7,11
423.0,2,2
829.0,3,3
5896.0,19,26
165.0,1,1
3310.0,16,22
189.0,1,1
2455.0,13,14
3070.0,12,17
2884.0,11,16
824.0,2,2
4280.0,14,21
410.0,1,1
2520.0,7,12
712.0,4,5
4576.0,15,17
2460.0,5,10
1213.0,3,5
3086.0,10,16
2655.0,9,11
231.0,2,2
2632.0,10,12
2111.0,7,9
185.0,1,1
3374.0,13,14
311.0,2,2
8681.0,26,32
7222.0,17,24
3157.0,12,16
451.0,1,1
2565.0,10,11
467.0,1,1
573.0,3,3
2484.0,6,9
1030.0,5,7
310.0,2,2
1540.0,6,8
363.0,2,2
379.0,1,1
3502.0,15,20
484.0,1,1
1714.0,7,8
296.0,2,2
1730.0,9,10
3830.0,17,25
382.0,1,1
3799.0,16,22
619.0,2,2
2196.0,10,13
650.0,3,3
1430.0,4,6
7128.0,18,28
1790.0,7,11
1010.0,5,8
2213.0,6,11
430.0,2,2
2019.0,7,8
441.0,2,2
4836.0,17,20
433.0,2,2
2142.0,10,14
1168.0,4,5
3479.0,13,20
500.0,2,2
3717.0,16,24
257.0,1,1
4413.0,3,3
3389.0,14,19
1687.0,8,10
5089.0,11,15
7201.0,28,35
1502.0,5,8
1448.0,4,8
12837.0,22,26
3892.0,16,21
1327.0,4,6
1956.0,9,10
2474.0,7,8
10062.0,38,50
3158.0,8,12
2566.0,9,11
3289.0,11,18
3995.0,7,13
2288.0,13,13
436.0,2,2
564.0,1,1
6626.0,18,24
4560.0,14,21
10215.0,34,46
8099.0,31,44
1787.0,5,5
5329.0,16,21
3435.0,12,12
5099.0,19,25
7936.0,37,41
7138.0,37,43
886.0,3,3
109.0,1,1
2031.0,8,12
395.0,1,1
1804.0,8,9
2688.0,7,9
3722.0,12,16
1904.0,8,9
4251.0,11,16
1782.0,7,8
724.0,2,2
3651.0,12,18
5711.0,16,17
3873.0,10,12
1585.0,5,5
275.0,2,2
4184.0,14,18
1934.0,6,7
1570.0,8,9
2214.0,9,11
4340.0,14,16
5398.0,20,24
7291.0,23,32
2792.0,12,14
2040.0,7,8
3631.0,13,18
243.0,2,2
7516.0,20,28
447.0,1,1
680.0,3,3
2585.0,5,7
8962.0,40,51
3200.0,9,12
1436.0,3,5
301.0,1,1
1170.0,4,9
1826.0,7,11
4005.0,12,15
7500.0,29,34
3621.0,12,14
13568.0,55,63
2946.0,11,18
1563.0,8,11
424.0,3,3
2030.0,6,9
2367.0,8,11
4445.0,10,12
3495.0,7,10
1567.0,5,10
140.0,1,1
4698.0,16,21
2311.0,10,11
6321.0,20,31
296.0,1,1
1398.0,3,4
2552.0,11,11
359.0,1,1
5640.0,21,28
10816.0,15,18
1897.0,6,8
1439.0,7,7
5811.0,22,25
10357.0,31,38
1537.0,5,5
128894.0,2,2
794.0,2,2
1000.0,2,2
6950.0,18,22
1050.0,4,4
5037.0,21,23
1490.0,5,7
2042.0,6,8
1358.0,6,7
1936.0,9,11
4822.0,18,19
5718.0,17,22
1505.0,8,11
1071.0,4,5
1416.0,5,7
7574.0,31,38
6469.0,14,17
22715.0,70,92
1800.0,4,6
1670.0,7,9
1974.0,8,10
2096.0,4,7
5291.0,13,16
2320.0,11,12
2458.0,9,10
5990.0,17,19
3590.0,10,13
2107.0,5,8
7183.0,23,29
518.0,3,3
515.0,5,5
1135.0,4,4
666.0,5,5
2050.0,8,8
1000.0,5,7
3321.0,9,12
2758.0,9,13
2860.0,8,10
87.0,1,1
205.0,1,1
4130.0,16,18
9095.0,28,33
4292.0,15,19
2714.0,13,16
5837.0,21,25
2230.0,6,10
1746.0,4,7
4972.0,14,16
302.0,1,1
2878.0,6,7
6293.0,19,25
1101.0,4,4
5158.0,11,14
4106.0,12,14
3000.0,16,17
6199.0,17,18
258.0,3,3
283.0,1,1
4510.0,16,19
28596.0,37,47
191.0,1,1
4169.0,17,26
3320.0,15,17
1323.0,8,8
713.0,2,2
2916.0,15,17
649.0,2,2
3835.0,12,15
1333.0,8,10
1910.0,8,9
3364.0,11,13
310.0,1,2
2522.0,7,13
434.0,2,2
3928.0,14,20
897.0,3,4
519.0,2,2
15271.0,35,53
2176.0,6,8
1800.0,5,5
1910.0,6,9
3998.0,10,15
2320.0,9,10
6070.0,17,25
4577.0,17,19
7058.0,21,33
4130.0,11,20
12657.0,38,54
150.0,1,1
362.0,1,1
1001.0,3,3
566.0,1,1
1162.0,4,8
690.0,2,5
775.0,2,2
2113.0,8,8
757.0,2,2
1230.0,3,6
425.0,2,2
3034.0,7,12
2861.0,10,13
1506.0,6,7
1201.0,2,2
1572.0,8,8
359.0,1,1
4756.0,12,17
719.0,4,4
1511.0,7,9
2772.0,12,13
978.0,5,6
737.0,3,3
461.0,2,2
3900.0,9,14
514.0,2,2
1748.0,6,8
6889.0,15,27
1319.0,2,3
12688.0,40,52
540.0,2,2
1573.0,8,8
1680.0,5,8
877.0,1,1
1570.0,6,8
670.0,4,4
1761.0,9,10
3470.0,15,17
1660.0,9,14
2290.0,11,12
434.0,2,2
2554.0,8,10
2370.0,9,9
2601.0,10,15
590.0,2,5
225.0,1,1
661.0,1,2
600.0,1,2
2860.0,13,14
1215.0,6,6
470.0,1,1
1060.0,4,6
924.0,5,6
352.0,1,1
627.0,2,2
521.0,1,3
485.0,2,2
3580.0,9,15
241.0,2,2
1770.0,8,8
410.0,1,1
3650.0,13,15
596.0,3,3
499.0,2,2
1508.0,6,6
2050.0,8,13
520.0,2,2
2149.0,9,11
616.0,1,1
4897.0,13,17
1970.0,8,9
2408.0,12,13
510.0,1,1
1252.0,5,5
861.0,5,5
390.0,1,1
561.0,4,4
1185.0,10,10
650.0,2,2
1024.0,2,4
2300.0,9,15
4488.0,20,22
977.0,4,6
1100.0,5,7
2173.0,10,14
381.0,1,1
10459.0,23,37
542.0,2,2
450.0,1,1
3750.0,15,18
7421.0,10,21
399.0,2,2
444.0,1,1
2291.0,10,12
437.0,1,1
1990.0,10,12
376.0,1,1
1344.0,8,10
3110.0,9,14
1101.0,5,7
7542.0,5,8
6196.0,15,26
4490.0,10,19
370.0,1,1
2818.0,14,16
3162.0,7,14
413.0,2,2
1716.0,11,14
400.0,1,1
645.0,2,2
3514.0,2,3
1040.0,7,8
750.0,4,4
2676.0,5,6
1387.0,6,6
150.0,1,1
376.0,1,1
2905.0,13,15
3810.0,10,16
3670.0,16,18
2010.0,8,11
1226.0,7,7
3653.0,15,20
1299.0,2,2
1749.0,4,6
2879.0,10,14
3411.0,14,23
4106.0,16,20
3993.0,10,17
1972.0,8,11
1139.0,5,5
28349.0,4,4
363.0,2,2
7414.0,30,39
5968.0,20,29
2890.0,9,14
895.0,5,5
570.0,3,5
7146.0,28,37
292.0,1,1
427.0,1,1
775.0,4,4
6209.0,28,38
524.0,1,1
679.0,2,2
2954.0,12,16
2705.0,14,19
14291.0,37,46
544.0,4,4
2140.0,11,17
6660.0,26,33
1459.0,6,7
368.0,2,2
2293.0,9,17
3751.0,14,23
334.0,2,2
5472.0,19,27
961.0,6,8
460.0,3,3
4095.0,18,24
6955.0,21,39
346.0,1,1
12820.0,33,52
311.0,1,1
16535.0,49,70
1790.0,7,10
338.0,2,2
11773.0,16,21
3871.0,19,21
1004.0,5,8
13206.0,35,46
10925.0,33,45
282.0,1,1
5150.0,15,23
372.0,2,2
6021.0,15,21
3366.0,14,16
2602.0,8,12
1508.0,3,4
2552.0,11,16
276.0,1,1
588.0,1,1
965.0,3,6
873.0,3,6
1872.0,11,11
3319.0,9,16
3969.0,11,14
12732.0,18,30
197.0,1,1
5001.0,14,26
768.0,5,5
392.0,2,2
591.0,5,5
237.0,1,1
231.0,1,1
1691.0,8,9
1666.0,8,11
4821.0,17,22
1518.0,8,9
2012.0,7,7
4400.0,18,23
4222.0,15,19
924.0,4,7
287.0,1,1
3685.0,10,15
2542.0,11,16
872.0,1,1
1717.0,4,4
3008.0,9,10
3933.0,3,6
2572.0,8,10
1112.0,2,2
906.0,4,4
1560.0,8,8
730.0,1,1
2825.0,14,14
1126.0,3,3
5892.0,15,19
458.0,2,2
3526.0,12,13
520.0,1,1
4697.0,19,22
2256.0,13,15
1988.0,6,6
4870.0,17,22
5287.0,9,11
456.0,2,2
3506.0,12,17
6400.0,23,26
4337.0,13,14
7963.0,19,26
290.0,1,1
196.0,1,1
530.0,2,2
1940.0,11,13
550.0,1,1
3626.0,11,13
485.0,2,2
1825.0,6,8
396.0,1,1
3550.0,11,14
420.0,2,2
760.0,4,4
2760.0,9,12
1800.0,9,11
660.0,2,2
380.0,2,2
4480.0,14,19
2859.0,13,17
2571.0,6,8
440.0,2,2
12826.0,40,47
437.0,2,2
2559.0,11,12
680.0,2,2
700.0,2,2
2461.0,12,15
243.0,2,2
1157.0,7,7
450.0,2,2
236.0,1,1
307.0,1,1
4363.0,16,17
1378.0,4,4
2019.0,9,9
2711.0,8,10
5549.0,28,35
529.0,1,1
207.0,2,2
4398.0,17,26
233.0,1,1
338.0,2,2
4724.0,11,12
950.0,6,7
1020.0,6,6
1340.0,5,5
282.0,2,2
455.0,1,2
354.0,1,1
319.0,1,1
100.0,1,1
1520.0,8,8
4464.0,14,16
251.0,1,1
1605.0,8,8
490.0,1,1
4220.0,13,14
270.0,1,1
1556.0,7,7
4703.0,12,13
4477.0,9,12
3849.0,12,15
581.0,2,2
500.0,2,2
7123.0,21,22
390.0,2,2
2731.0,9,11
1360.0,3,3
1259.0,6,8
270.0,1,1
4036.0,16,19
548.0,2,2
3257.0,13,14
368.0,1,1
714.0,2,2
5214.0,24,30
540.0,2,2
3380.0,11,11
540.0,1,1
307.0,1,1
1048.0,4,6
460.0,1,1
2178.0,12,13
388.0,1,1
540.0,2,2
8071.0,24,31
2794.0,6,7
386.0,3,3
2630.0,11,14
3410.0,14,16
431.0,2,2
642.0,4,4
1674.0,9,10
1029.0,5,5
605.0,1,3
392.0,2,2
2319.0,12,13
271.0,1,1
285.0,1,1
1117.0,4,5
780.0,2,4
420.0,1,1
530.0,2,2
7301.0,29,31
487.0,2,2
2930.0,13,16
439.0,2,2
11402.0,28,37
2881.0,10,11
2013.0,9,11
2374.0,10,11
5668.0,19,24
451.0,1,1
641.0,1,2
808.0,1,1
3673.0,17,19
1246.0,4,6
1044.0,1,1
1199.0,4,5
3796.0,10,13
646.0,2,2
453.0,2,2
536.0,2,2
1559.0,5,5
2579.0,12,15
2398.0,10,10
9366.0,20,32
3830.0,11,16
4216.0,16,17
10483.0,22,27
290.0,2,2
1480.0,7,7
446.0,1,1
3645.0,20,25
5278.0,17,23
2118.0,9,13
9963.0,2,3
1876.0,6,6
6406.0,19,29
4391.0,17,23
6985.0,23,29
1934.0,7,11
240.0,1,1
260.0,2,2
6339.0,17,26
1480.0,6,7
2000.0,8,11
7882.0,23,29
719.0,2,2
986.0,4,6
3966.0,14,17
731.0,2,2
9918.0,10,11
2466.0,9,10
4090.0,13,18
1388.0,5,5
3421.0,18,21
649.0,1,1
2956.0,10,14
9228.0,29,34
1331.0,5,5
302.0,1,1
4167.0,17,19
546.0,1,1
8437.0,30,36
